activity,time,playing
Rollerblading,1030.0,0.00017450624083173617
Rollerblading,1035.0,0.000193315585614096
Rollerblading,1040.0,0.00018353864851112944
Rollerblading,1045.0,0.00018353864851112944
Rollerblading,1050.0,0.00020153737604414548
Rollerblading,1055.0,0.000206673897926408
Rollerblading,1060.0,0.0002207889949512169
Rollerblading,1065.0,0.0002272173590714003
Rollerblading,1070.0,0.0002125104490022639
Rollerblading,1075.0,0.00022244298422361601
Rollerblading,1080.0,0.00022244298422361601
Rollerblading,1085.0,0.00018533364029682544
Rollerblading,1090.0,0.0001803583861177785
Rollerblading,1095.0,0.00017771417371238707
Rollerblading,1100.0,0.00017806517726168397
Rollerblading,1105.0,0.00016771724259012302
Rollerblading,1110.0,0.00016771724259012302
Rollerblading,1115.0,0.00016182927212682173
Rollerblading,1120.0,0.0001564776298217928
Rollerblading,1125.0,0.00016039151332591377
Rollerblading,1130.0,0.00014932701008576565
Rollerblading,1135.0,0.00015856643000593658
Rollerblading,1140.0,0.00023381393646528184
Rollerblading,1145.0,0.00020856395033609312
Rollerblading,1150.0,0.00020388867607539957
Rollerblading,1155.0,0.00019239777109103897
Rollerblading,1160.0,0.00018779358557918446
Rollerblading,1165.0,0.0001724371802974469
Rollerblading,1170.0,0.00017829522332062626
Rollerblading,1175.0,0.00015700168777349062
Rollerblading,1180.0,0.00015708654814658638
Rollerblading,1185.0,0.0001680341372817661
Rollerblading,1190.0,0.0001680341372817661
Rollerblading,1195.0,0.0001680341372817661
Rollerblading,1200.0,0.00017633445510337311
Rollerblading,1205.0,0.00014633194936239708
Rollerblading,1210.0,0.00014633194936239708
Rollerblading,1215.0,0.00015914357891173245
Rollerblading,1220.0,0.00015914357891173245
Rollerblading,1225.0,0.00015453679421859536
Rollerblading,1230.0,0.00015453679421859536
Rollerblading,1235.0,0.0001334391581398667
Rollerblading,1240.0,0.0001334391581398667
Rollerblading,1245.0,0.00013546993655980281
Rollerblading,1250.0,0.00012640663003796496
Rollerblading,1255.0,0.00012640663003796496
Rollerblading,1260.0,0.00013921825958730029
Rollerblading,1265.0,0.0001346298481749512
Rollerblading,1270.0,0.00014998625345668878
Rollerblading,1275.0,0.00014611112688697232
Rollerblading,1280.0,0.00014908072835765062
Rollerblading,1285.0,0.00013360290919319352
Rollerblading,1290.0,0.00012690702157535142
Rollerblading,1295.0,0.00012690702157535142
Rollerblading,1300.0,0.00012893779999528755
Rollerblading,1305.0,0.00012690702157535142
Rollerblading,1310.0,0.00012690702157535142
Rollerblading,1315.0,0.00012893779999528755
Rollerblading,1320.0,0.00012690702157535142
Rollerblading,1325.0,5.968809915238071e-05
Rollerblading,1330.0,3.0491530905927422e-05
Rollerblading,1335.0,3.0491530905927422e-05
Rollerblading,1340.0,3.0491530905927422e-05
Rollerblading,1345.0,3.0491530905927422e-05
Rollerblading,1350.0,3.0491530905927422e-05
Rollerblading,1355.0,2.707034845142784e-05
Rollerblading,1360.0,2.707034845142784e-05
Rollerblading,1365.0,2.707034845142784e-05
Rollerblading,1370.0,2.707034845142784e-05
Rollerblading,1375.0,2.707034845142784e-05
Rollerblading,1380.0,2.707034845142784e-05
Rollerblading,1385.0,5.514377203080553e-06
Rollerblading,1390.0,5.514377203080553e-06
Rollerblading,1395.0,5.514377203080553e-06
Rollerblading,1400.0,5.514377203080553e-06
Rollerblading,1405.0,5.514377203080553e-06
Rollerblading,1410.0,1.83260067524159e-05
Rollerblading,1415.0,1.83260067524159e-05
Rollerblading,1420.0,1.83260067524159e-05
Rollerblading,1425.0,1.83260067524159e-05
Rollerblading,1430.0,1.83260067524159e-05
Rollerblading,1435.0,1.2811629549335348e-05
Playing baseball,0.0,0.0
Playing baseball,5.0,0.0
Playing baseball,10.0,0.0
Playing baseball,15.0,0.0
Playing baseball,20.0,0.0
Playing baseball,25.0,0.0
Playing baseball,30.0,0.0
Playing baseball,35.0,0.0
Playing baseball,40.0,0.0
Playing baseball,45.0,0.0
Playing baseball,50.0,0.0
Playing baseball,55.0,0.0
Playing baseball,60.0,0.0
Playing baseball,65.0,0.0
Playing baseball,70.0,0.0
Playing baseball,75.0,0.0
Playing baseball,80.0,0.0
Playing baseball,85.0,0.0
Playing baseball,90.0,0.0
Playing baseball,95.0,0.0
Playing baseball,100.0,0.0
Playing baseball,105.0,0.0
Playing baseball,110.0,0.0
Playing baseball,115.0,0.0
Playing baseball,120.0,0.0
Playing baseball,125.0,0.0
Playing baseball,130.0,0.0
Playing baseball,135.0,0.0
Playing baseball,140.0,0.0
Playing baseball,145.0,0.0
Playing baseball,150.0,0.0
Playing baseball,155.0,0.0
Playing baseball,160.0,0.0
Playing baseball,165.0,0.0
Playing baseball,170.0,0.0
Playing baseball,175.0,0.0
Playing baseball,180.0,0.0
Playing baseball,185.0,0.0
Playing baseball,190.0,0.0
Playing baseball,195.0,0.0
Playing baseball,200.0,0.0
Playing baseball,205.0,0.0
Playing baseball,210.0,0.0
Playing baseball,215.0,0.0
Playing baseball,220.0,0.0
Playing baseball,225.0,0.0
Playing baseball,230.0,0.0
Playing baseball,235.0,0.0
Playing baseball,240.0,0.0
Playing baseball,245.0,0.0
Playing baseball,250.0,0.0
Playing baseball,255.0,0.0
Playing baseball,260.0,0.0
Playing baseball,265.0,0.0
Playing baseball,270.0,0.0
Playing baseball,275.0,0.0
Playing baseball,280.0,0.0
Playing baseball,285.0,0.0
Playing baseball,290.0,0.0
Playing baseball,295.0,0.0
Playing baseball,300.0,0.0
Playing baseball,305.0,0.0
Playing baseball,310.0,0.0
Playing baseball,315.0,0.0
Playing baseball,320.0,0.0
Playing baseball,325.0,0.0
Playing baseball,330.0,6.252255986903538e-06
Playing baseball,335.0,6.252255986903538e-06
Playing baseball,340.0,6.252255986903538e-06
Playing baseball,345.0,0.0
Playing baseball,350.0,0.0
Playing baseball,355.0,0.0
Playing baseball,360.0,0.0
Playing baseball,365.0,0.0
Playing baseball,370.0,0.0
Playing baseball,375.0,0.0
Playing baseball,380.0,0.0
Playing baseball,385.0,0.0
Playing baseball,390.0,0.0
Playing baseball,395.0,0.0
Playing baseball,400.0,0.0
Playing baseball,405.0,0.0
Playing baseball,410.0,2.079696029583889e-05
Playing baseball,415.0,2.079696029583889e-05
Playing baseball,420.0,2.079696029583889e-05
Playing baseball,425.0,2.079696029583889e-05
Playing baseball,430.0,2.079696029583889e-05
Playing baseball,435.0,2.079696029583889e-05
Playing baseball,440.0,8.361029150511178e-06
Playing baseball,445.0,8.361029150511178e-06
Playing baseball,450.0,8.361029150511178e-06
Playing baseball,455.0,8.361029150511178e-06
Playing baseball,460.0,1.4613285137414716e-05
Playing baseball,465.0,1.971695396497189e-05
Playing baseball,470.0,1.971695396497189e-05
Playing baseball,475.0,1.971695396497189e-05
Playing baseball,480.0,1.971695396497189e-05
Playing baseball,485.0,1.971695396497189e-05
Playing baseball,490.0,1.971695396497189e-05
Playing baseball,495.0,2.6351037755362658e-05
Playing baseball,500.0,1.971695396497189e-05
Playing baseball,505.0,2.1880778525251252e-05
Playing baseball,510.0,2.1880778525251252e-05
Playing baseball,515.0,2.7949460533381395e-05
Playing baseball,520.0,3.1699077886466925e-05
Playing baseball,525.0,4.274931458735388e-05
Playing baseball,530.0,3.764564575979671e-05
Playing baseball,535.0,5.2975494112994485e-05
Playing baseball,540.0,5.8486571882711646e-05
Playing baseball,545.0,9.287285484430559e-05
Playing baseball,550.0,9.287285484430559e-05
Playing baseball,555.0,9.287285484430559e-05
Playing baseball,560.0,9.522268408293725e-05
Playing baseball,565.0,9.522268408293725e-05
Playing baseball,570.0,9.522268408293725e-05
Playing baseball,575.0,9.522268408293725e-05
Playing baseball,580.0,9.656767527829263e-05
Playing baseball,585.0,0.0001030913184344238
Playing baseball,590.0,0.0001030913184344238
Playing baseball,595.0,0.0001030913184344238
Playing baseball,600.0,0.00010641309185746368
Playing baseball,605.0,0.00010641309185746368
Playing baseball,610.0,0.00010641309185746368
Playing baseball,615.0,0.00010641309185746368
Playing baseball,620.0,0.00010641309185746368
Playing baseball,625.0,0.0001108714898001355
Playing baseball,630.0,0.00012438512644806455
Playing baseball,635.0,0.00012438512644806455
Playing baseball,640.0,0.00013965378084247794
Playing baseball,645.0,0.0001359041634893924
Playing baseball,650.0,0.00013427164422659496
Playing baseball,655.0,0.00013427164422659496
Playing baseball,660.0,0.00013705434771488806
Playing baseball,665.0,0.0001244924747410549
Playing baseball,670.0,0.00012453064198949656
Playing baseball,675.0,0.00012218081275086493
Playing baseball,680.0,0.00011381978360035376
Playing baseball,685.0,0.0001117900450284324
Playing baseball,690.0,0.00010998795331844304
Playing baseball,695.0,0.00010711472338225968
Playing baseball,700.0,0.00011361152792950268
Playing baseball,705.0,0.00013226328703587904
Playing baseball,710.0,0.00013866497839635134
Playing baseball,715.0,0.00013981897627541012
Playing baseball,720.0,0.00014313424428641824
Playing baseball,725.0,0.00014533815871708056
Playing baseball,730.0,0.00014873302292545384
Playing baseball,735.0,0.00014114970531904872
Playing baseball,740.0,0.00016430957236825716
Playing baseball,745.0,0.00017143363078820018
Playing baseball,750.0,0.0001559213623803973
Playing baseball,755.0,0.00014572177093486152
Playing baseball,760.0,0.00014538734089565358
Playing baseball,765.0,0.00017136160354362114
Playing baseball,770.0,0.00016483796038749
Playing baseball,775.0,0.0001705811559268483
Playing baseball,780.0,0.0001748294536750175
Playing baseball,785.0,0.00016095096200022745
Playing baseball,790.0,0.00016349740850952433
Playing baseball,795.0,0.00016133512309980858
Playing baseball,800.0,0.0001685893432884285
Playing baseball,805.0,0.00017351364666976836
Playing baseball,810.0,0.00017351364666976836
Playing baseball,815.0,0.0001696561080103983
Playing baseball,820.0,0.00016557184475092198
Playing baseball,825.0,0.00015982352719227057
Playing baseball,830.0,0.00015518366831219216
Playing baseball,835.0,0.00015722519446080777
Playing baseball,840.0,0.00014478213794342931
Playing baseball,845.0,0.00015548499608417478
Playing baseball,850.0,0.00017210303360585413
Playing baseball,855.0,0.00018287304399063333
Playing baseball,860.0,0.0002310764395138607
Playing baseball,865.0,0.0002722622509112976
Playing baseball,870.0,0.0002781510418453953
Playing baseball,875.0,0.0002722027426470587
Playing baseball,880.0,0.00027518280490101493
Playing baseball,885.0,0.0003336912925678358
Playing baseball,890.0,0.0003526072739834897
Playing baseball,895.0,0.00034516170596498837
Playing baseball,900.0,0.0003725738344699464
Playing baseball,905.0,0.00036105336708915526
Playing baseball,910.0,0.0003605847317203825
Playing baseball,915.0,0.00036720935596511975
Playing baseball,920.0,0.000387253412770208
Playing baseball,925.0,0.000382699454988749
Playing baseball,930.0,0.000402439813870388
Playing baseball,935.0,0.0003795760762305971
Playing baseball,940.0,0.0003668702505586352
Playing baseball,945.0,0.00037245513208964526
Playing baseball,950.0,0.0003796776487601837
Playing baseball,955.0,0.00039117301499965584
Playing baseball,960.0,0.00043376333287675815
Playing baseball,965.0,0.0004172948702525584
Playing baseball,970.0,0.0004261402886886436
Playing baseball,975.0,0.0004450199482570163
Playing baseball,980.0,0.0004533787265972676
Playing baseball,985.0,0.0004557937652752876
Playing baseball,990.0,0.00046685037707813867
Playing baseball,995.0,0.00041564687173323696
Playing baseball,1000.0,0.00042903816960409414
Playing baseball,1005.0,0.0004157973004468503
Playing baseball,1010.0,0.0004184595570672021
Playing baseball,1015.0,0.00042408743741051
Playing baseball,1020.0,0.0004542345302885301
Playing baseball,1025.0,0.00041552516739508036
Playing baseball,1030.0,0.0004262582723891776
Playing baseball,1035.0,0.0004256586530259138
Playing baseball,1040.0,0.0004137550468433787
Playing baseball,1045.0,0.000404859082141177
Playing baseball,1050.0,0.00041772787349602416
Playing baseball,1055.0,0.0004066241552618398
Playing baseball,1060.0,0.0004028785112689323
Playing baseball,1065.0,0.0004162969408366412
Playing baseball,1070.0,0.000399470784535495
Playing baseball,1075.0,0.00036024613790157107
Playing baseball,1080.0,0.0003675028949683435
Playing baseball,1085.0,0.00030809018618067007
Playing baseball,1090.0,0.0003081730414459905
Playing baseball,1095.0,0.0003052661256991811
Playing baseball,1100.0,0.0002836603014167272
Playing baseball,1105.0,0.0002944653805661166
Playing baseball,1110.0,0.00028114803036800764
Playing baseball,1115.0,0.0002232114082138076
Playing baseball,1120.0,0.00026150299001021556
Playing baseball,1125.0,0.00026041310380694484
Playing baseball,1130.0,0.0002537950643887924
Playing baseball,1135.0,0.0002669576974874246
Playing baseball,1140.0,0.00029517829158996924
Playing baseball,1145.0,0.00025336467436675104
Playing baseball,1150.0,0.00026075497073385347
Playing baseball,1155.0,0.00026075497073385347
Playing baseball,1160.0,0.0002812009274803955
Playing baseball,1165.0,0.0002676872908324664
Playing baseball,1170.0,0.0002604591098421512
Playing baseball,1175.0,0.00022884099443436505
Playing baseball,1180.0,0.00020869733159707506
Playing baseball,1185.0,0.00022264972268162518
Playing baseball,1190.0,0.00017442446577983878
Playing baseball,1195.0,0.00015397850903329675
Playing baseball,1200.0,0.0001906137261407858
Playing baseball,1205.0,0.00017030102174917224
Playing baseball,1210.0,0.00017159627135404792
Playing baseball,1215.0,0.00017159627135404792
Playing baseball,1220.0,0.00015956560627421174
Playing baseball,1225.0,0.0001596223319578136
Playing baseball,1230.0,0.0001596223319578136
Playing baseball,1235.0,0.000149401268308904
Playing baseball,1240.0,0.00015132299431361797
Playing baseball,1245.0,0.00013818978935255878
Playing baseball,1250.0,0.00013818978935255878
Playing baseball,1255.0,0.0001317800793160028
Playing baseball,1260.0,0.0001317800793160028
Playing baseball,1265.0,0.0001038254546429024
Playing baseball,1270.0,0.0001038254546429024
Playing baseball,1275.0,0.0001038254546429024
Playing baseball,1280.0,0.00011031279262442087
Playing baseball,1285.0,0.00010397678192560189
Playing baseball,1290.0,0.00010397678192560189
Playing baseball,1295.0,9.081414882696968e-05
Playing baseball,1300.0,9.081414882696968e-05
Playing baseball,1305.0,8.212860285499156e-05
Playing baseball,1310.0,7.265150702397639e-05
Playing baseball,1315.0,7.265150702397639e-05
Playing baseball,1320.0,7.265150702397639e-05
Playing baseball,1325.0,3.298810595343133e-05
Playing baseball,1330.0,3.298810595343133e-05
Playing baseball,1335.0,3.298810595343133e-05
Playing baseball,1340.0,3.298810595343133e-05
Playing baseball,1345.0,3.298810595343133e-05
Playing baseball,1350.0,3.298810595343133e-05
Playing baseball,1355.0,2.6500767971912846e-05
Playing baseball,1360.0,2.6500767971912846e-05
Playing baseball,1365.0,2.6500767971912846e-05
Playing baseball,1370.0,2.6500767971912846e-05
Playing baseball,1375.0,2.6500767971912846e-05
Playing baseball,1380.0,2.6500767971912846e-05
Playing baseball,1385.0,0.0
Playing baseball,1390.0,0.0
Playing baseball,1395.0,0.0
Playing baseball,1400.0,0.0
Playing baseball,1405.0,0.0
Playing baseball,1410.0,0.0
Playing baseball,1415.0,0.0
Playing baseball,1420.0,0.0
Playing baseball,1425.0,0.0
Playing baseball,1430.0,0.0
Playing baseball,1435.0,0.0
Wrestling,0.0,0.0
Wrestling,5.0,0.0
Wrestling,10.0,0.0
Wrestling,15.0,0.0
Wrestling,20.0,0.0
Wrestling,25.0,0.0
Wrestling,30.0,0.0
Wrestling,35.0,0.0
Wrestling,40.0,0.0
Wrestling,45.0,0.0
Wrestling,50.0,0.0
Wrestling,55.0,0.0
Wrestling,60.0,0.0
Wrestling,65.0,0.0
Wrestling,70.0,0.0
Wrestling,75.0,0.0
Wrestling,80.0,0.0
Wrestling,85.0,0.0
Wrestling,90.0,0.0
Wrestling,95.0,0.0
Wrestling,100.0,0.0
Wrestling,105.0,0.0
Wrestling,110.0,0.0
Wrestling,115.0,0.0
Wrestling,120.0,0.0
Wrestling,125.0,0.0
Wrestling,130.0,0.0
Wrestling,135.0,0.0
Wrestling,140.0,0.0
Wrestling,145.0,0.0
Wrestling,150.0,0.0
Wrestling,155.0,0.0
Wrestling,160.0,0.0
Wrestling,165.0,0.0
Wrestling,170.0,0.0
Wrestling,175.0,0.0
Wrestling,180.0,0.0
Wrestling,185.0,0.0
Wrestling,190.0,0.0
Wrestling,195.0,0.0
Wrestling,200.0,0.0
Wrestling,205.0,0.0
Wrestling,210.0,0.0
Wrestling,215.0,0.0
Wrestling,220.0,0.0
Wrestling,225.0,0.0
Wrestling,230.0,0.0
Wrestling,235.0,0.0
Wrestling,240.0,0.0
Wrestling,245.0,0.0
Wrestling,250.0,0.0
Wrestling,255.0,0.0
Wrestling,260.0,0.0
Wrestling,265.0,0.0
Wrestling,270.0,0.0
Wrestling,275.0,0.0
Wrestling,280.0,0.0
Wrestling,285.0,0.0
Wrestling,290.0,0.0
Wrestling,295.0,0.0
Wrestling,300.0,0.0
Wrestling,305.0,0.0
Wrestling,310.0,0.0
Wrestling,315.0,0.0
Wrestling,320.0,0.0
Wrestling,325.0,0.0
Wrestling,330.0,0.0
Wrestling,335.0,0.0
Wrestling,340.0,0.0
Wrestling,345.0,0.0
Wrestling,350.0,0.0
Wrestling,355.0,0.0
Wrestling,360.0,0.0
Wrestling,365.0,0.0
Wrestling,370.0,0.0
Wrestling,375.0,0.0
Wrestling,380.0,0.0
Wrestling,385.0,0.0
Wrestling,390.0,0.0
Wrestling,395.0,7.544179833149642e-06
Wrestling,400.0,7.544179833149642e-06
Wrestling,405.0,7.544179833149642e-06
Wrestling,410.0,7.544179833149642e-06
Wrestling,415.0,7.544179833149642e-06
Wrestling,420.0,7.544179833149642e-06
Wrestling,425.0,7.544179833149642e-06
Wrestling,430.0,7.544179833149642e-06
Wrestling,435.0,7.544179833149642e-06
Wrestling,440.0,7.544179833149642e-06
Wrestling,445.0,0.0
Wrestling,450.0,0.0
Wrestling,455.0,4.666557965055682e-06
Wrestling,460.0,1.861894904960582e-05
Wrestling,465.0,1.861894904960582e-05
Wrestling,470.0,1.861894904960582e-05
Wrestling,475.0,1.861894904960582e-05
Wrestling,480.0,1.861894904960582e-05
Wrestling,485.0,1.861894904960582e-05
Wrestling,490.0,1.3952391084550137e-05
Wrestling,495.0,1.3952391084550137e-05
Wrestling,500.0,1.3952391084550137e-05
Wrestling,505.0,1.3952391084550137e-05
Wrestling,510.0,1.3952391084550137e-05
Wrestling,515.0,2.3868241352186398e-05
Wrestling,520.0,2.8935076744789234e-05
Wrestling,525.0,2.8935076744789234e-05
Wrestling,530.0,2.8935076744789234e-05
Wrestling,535.0,2.8935076744789234e-05
Wrestling,540.0,2.8935076744789234e-05
Wrestling,545.0,2.8935076744789234e-05
Wrestling,550.0,3.150594783606394e-05
Wrestling,555.0,3.150594783606394e-05
Wrestling,560.0,3.150594783606394e-05
Wrestling,565.0,3.150594783606394e-05
Wrestling,570.0,3.463202405649219e-05
Wrestling,575.0,3.463202405649219e-05
Wrestling,580.0,3.463202405649219e-05
Wrestling,585.0,2.0679632971942045e-05
Wrestling,590.0,2.0679632971942045e-05
Wrestling,595.0,2.0679632971942045e-05
Wrestling,600.0,2.3805709192370292e-05
Wrestling,605.0,2.0679632971942045e-05
Wrestling,610.0,2.0679632971942045e-05
Wrestling,615.0,2.0679632971942045e-05
Wrestling,620.0,2.0679632971942045e-05
Wrestling,625.0,2.4204971342151106e-05
Wrestling,630.0,2.8871529307206787e-05
Wrestling,635.0,1.5430340669361464e-05
Wrestling,640.0,1.0763782704305782e-05
Wrestling,645.0,1.0763782704305782e-05
Wrestling,650.0,1.0763782704305782e-05
Wrestling,655.0,1.0763782704305782e-05
Wrestling,660.0,1.9802124098699898e-05
Wrestling,665.0,1.4735288706097065e-05
Wrestling,670.0,1.4735288706097065e-05
Wrestling,675.0,1.4735288706097065e-05
Wrestling,680.0,1.4735288706097065e-05
Wrestling,685.0,1.4735288706097065e-05
Wrestling,690.0,2.2022372479528727e-05
Wrestling,695.0,2.2022372479528727e-05
Wrestling,700.0,1.7355814514473042e-05
Wrestling,705.0,1.7355814514473042e-05
Wrestling,710.0,1.7355814514473042e-05
Wrestling,715.0,1.7355814514473042e-05
Wrestling,720.0,1.7355814514473042e-05
Wrestling,725.0,1.4735288706097065e-05
Wrestling,730.0,1.4735288706097065e-05
Wrestling,735.0,1.4735288706097065e-05
Wrestling,740.0,1.4735288706097065e-05
Wrestling,745.0,1.4735288706097065e-05
Wrestling,750.0,1.4735288706097065e-05
Wrestling,755.0,1.4735288706097065e-05
Wrestling,760.0,1.9401846671152743e-05
Wrestling,765.0,1.4735288706097065e-05
Wrestling,770.0,1.4735288706097065e-05
Wrestling,775.0,1.4735288706097065e-05
Wrestling,780.0,1.4735288706097065e-05
Wrestling,785.0,1.4735288706097065e-05
Wrestling,790.0,1.4735288706097065e-05
Wrestling,795.0,1.4735288706097065e-05
Wrestling,800.0,1.4735288706097065e-05
Wrestling,805.0,1.4735288706097065e-05
Wrestling,810.0,1.4735288706097065e-05
Wrestling,815.0,1.4735288706097065e-05
Wrestling,820.0,1.4735288706097065e-05
Wrestling,825.0,1.4735288706097065e-05
Wrestling,830.0,1.4735288706097065e-05
Wrestling,835.0,1.4735288706097065e-05
Wrestling,840.0,1.4735288706097065e-05
Wrestling,845.0,1.4735288706097065e-05
Wrestling,850.0,1.4735288706097065e-05
Wrestling,855.0,2.4387886311760684e-05
Wrestling,860.0,2.4387886311760684e-05
Wrestling,865.0,2.5265395185002828e-05
Wrestling,870.0,3.4148953666754635e-05
Wrestling,875.0,3.4148953666754635e-05
Wrestling,880.0,3.4148953666754635e-05
Wrestling,885.0,4.065212278585529e-05
Wrestling,890.0,4.065212278585529e-05
Wrestling,895.0,4.065212278585529e-05
Wrestling,900.0,7.301044676352284e-05
Wrestling,905.0,6.397210536912872e-05
Wrestling,910.0,7.397570652408922e-05
Wrestling,915.0,7.397570652408922e-05
Wrestling,920.0,7.397570652408922e-05
Wrestling,925.0,7.397570652408922e-05
Wrestling,930.0,7.397570652408922e-05
Wrestling,935.0,6.151508052405072e-05
Wrestling,940.0,6.151508052405072e-05
Wrestling,945.0,7.432671007338607e-05
Wrestling,950.0,7.432671007338607e-05
Wrestling,955.0,7.432671007338607e-05
Wrestling,960.0,7.432671007338607e-05
Wrestling,965.0,7.432671007338607e-05
Wrestling,970.0,7.432671007338607e-05
Wrestling,975.0,7.175583898211137e-05
Wrestling,980.0,7.175583898211137e-05
Wrestling,985.0,7.175583898211137e-05
Wrestling,990.0,7.175583898211137e-05
Wrestling,995.0,6.308692268079007e-05
Wrestling,1000.0,6.308692268079007e-05
Wrestling,1005.0,6.308692268079007e-05
Wrestling,1010.0,6.308692268079007e-05
Wrestling,1015.0,6.308692268079007e-05
Wrestling,1020.0,6.308692268079007e-05
Wrestling,1025.0,5.554274284764043e-05
Wrestling,1030.0,5.554274284764043e-05
Wrestling,1035.0,5.554274284764043e-05
Wrestling,1040.0,2.903330684307771e-05
Wrestling,1045.0,2.903330684307771e-05
Wrestling,1050.0,2.903330684307771e-05
Wrestling,1055.0,1.007911518104733e-05
Wrestling,1060.0,1.007911518104733e-05
Wrestling,1065.0,1.007911518104733e-05
Wrestling,1070.0,1.007911518104733e-05
Wrestling,1075.0,1.007911518104733e-05
Wrestling,1080.0,1.007911518104733e-05
Wrestling,1085.0,1.5411200445818308e-05
Wrestling,1090.0,1.5411200445818308e-05
Wrestling,1095.0,1.5411200445818308e-05
Wrestling,1100.0,1.5411200445818308e-05
Wrestling,1105.0,1.5411200445818308e-05
Wrestling,1110.0,2.007775841087399e-05
Wrestling,1115.0,2.9496741216758723e-05
Wrestling,1120.0,2.4830183251703035e-05
Wrestling,1125.0,2.4830183251703035e-05
Wrestling,1130.0,2.4830183251703035e-05
Wrestling,1135.0,2.4830183251703035e-05
Wrestling,1140.0,2.4830183251703035e-05
Wrestling,1145.0,2.0413001023298544e-05
Wrestling,1150.0,2.0413001023298544e-05
Wrestling,1155.0,2.0413001023298544e-05
Wrestling,1160.0,2.0413001023298544e-05
Wrestling,1165.0,2.0413001023298544e-05
Wrestling,1170.0,2.0413001023298544e-05
Wrestling,1175.0,2.0413001023298544e-05
Wrestling,1180.0,2.0413001023298544e-05
Wrestling,1185.0,2.0413001023298544e-05
Wrestling,1190.0,3.1260762204282473e-06
Wrestling,1195.0,3.1260762204282473e-06
Wrestling,1200.0,3.1260762204282473e-06
Wrestling,1205.0,3.1260762204282473e-06
Wrestling,1210.0,3.1260762204282473e-06
Wrestling,1215.0,3.1260762204282473e-06
Wrestling,1220.0,3.1260762204282473e-06
Wrestling,1225.0,3.1260762204282473e-06
Wrestling,1230.0,3.1260762204282473e-06
Wrestling,1235.0,3.1260762204282473e-06
Wrestling,1240.0,3.1260762204282473e-06
Wrestling,1245.0,3.1260762204282473e-06
Wrestling,1250.0,3.1260762204282473e-06
Wrestling,1255.0,3.1260762204282473e-06
Wrestling,1260.0,3.1260762204282473e-06
Wrestling,1265.0,7.541181385329773e-06
Wrestling,1270.0,7.541181385329773e-06
Wrestling,1275.0,7.541181385329773e-06
Wrestling,1280.0,7.541181385329773e-06
Wrestling,1285.0,7.541181385329773e-06
Wrestling,1290.0,7.541181385329773e-06
Wrestling,1295.0,7.541181385329773e-06
Wrestling,1300.0,0.0
Wrestling,1305.0,0.0
Wrestling,1310.0,0.0
Wrestling,1315.0,0.0
Wrestling,1320.0,0.0
Wrestling,1325.0,0.0
Wrestling,1330.0,0.0
Wrestling,1335.0,0.0
Wrestling,1340.0,0.0
Wrestling,1345.0,0.0
Wrestling,1350.0,0.0
Wrestling,1355.0,0.0
Wrestling,1360.0,0.0
Wrestling,1365.0,0.0
Wrestling,1370.0,0.0
Wrestling,1375.0,0.0
Wrestling,1380.0,0.0
Wrestling,1385.0,0.0
Wrestling,1390.0,0.0
Wrestling,1395.0,0.0
Wrestling,1400.0,0.0
Wrestling,1405.0,0.0
Wrestling,1410.0,0.0
Wrestling,1415.0,0.0
Wrestling,1420.0,0.0
Wrestling,1425.0,0.0
Wrestling,1430.0,0.0
Wrestling,1435.0,0.0
